Name,Federation,Gender,Year_of_birth,Title,Standard_Rating,Rapid_rating,Blitz_rating
"Severiukhina, Zoja",RUS,F,1990.0,WGM,2141,2027.0,2138.0
"Siegismund, Annelen",GER,F,1993.0,WFM,2141,2123.0,2101.0
"Tereladze, Sopiko",GEO,F,1972.0,WIM,2141,2161.0,2116.0
"Ustinova, Olga A.",RUS,F,1994.0,WFM,2141,2110.0,1996.0
"Baekelant, Eva",BEL,F,1995.0,WFM,2140,,
"Imanbayeva, Aigul",KAZ,F,1986.0,WFM,2140,,
"Kozlovskaya, Valentina",RUS,F,1938.0,WGM,2140,2060.0,2099.0
"Litmanowicz, Miroslawa",POL,F,1928.0,WIM,2140,,
"Lnenickova, Gabriela",CZE,F,1979.0,WIM,2140,,
"Maslova, Polina",RUS,F,1999.0,WFM,2140,2035.0,1949.0
"Miranda Rodriguez, Tania",CUB,F,1988.0,WIM,2140,,2062.0
"Palao, Maricela",COL,F,1965.0,WIM,2140,,
"Ramon Pita, Vivian",CUB,F,1963.0,WGM,2140,,2105.0
"Van Arkel-de Greef, Heleen",NED,F,1965.0,WIM,2140,,
"Verdiana, Norasya",INA,F,1987.0,WFM,2140,,
"Wafa, Shahenda",EGY,F,1998.0,WGM,2140,2002.0,2008.0
"Afanasieva, Oksana",RUS,F,1980.0,WFM,2139,,
"Bakustina, Rimma",RUS,F,1966.0,WFM,2139,2094.0,
"Geldiyeva, Mahri",TKM,F,1973.0,WGM,2139,2209.0,2163.0
"Hansen, Evgenia",DEN,F,1968.0,WIM,2139,,
"Ivana Maria, Furtado",IND,F,1999.0,WIM,2139,2075.0,1974.0
"Marrero Lopez, Yaniet",CUB,F,1983.0,WGM,2139,,2319.0
"Miroshnik, Ekaterina",RUS,F,2003.0,WFM,2139,2090.0,1939.0
"Phan, Nguyen Mai Chi",VIE,F,1994.0,WCM,2139,,2124.0
"Tsalughelashvili, Lile",GEO,F,1979.0,WFM,2139,,
"Antipova, Anastasya",RUS,F,1986.0,WFM,2138,,
"Baranchikova, Tatiana",RUS,F,1984.0,WFM,2138,,2045.0
"Borda Rodas, Anapaola S.",ARG,F,2004.0,WFM,2138,1994.0,1757.0
"Dudas, Eszter",HUN,F,1991.0,WIM,2138,2222.0,2099.0
"Feng, Maggie",USA,F,2000.0,FM,2138,,1860.0
"Kabanova, Ekaterina",RUS,F,1982.0,WFM,2138,2235.0,2164.0
"Karapetyan, Annik",RUS,F,1989.0,WFM,2138,,
"Khalaji, Hanieh",IRI,F,1994.0,WFM,2138,1978.0,1969.0
"Kryvoruchko, Vita",UKR,F,1988.0,WGM,2138,2189.0,2205.0
"Nesterovskaya, Anzhelika",ISR,F,1991.0,WFM,2138,2115.0,2105.0
"Obregon Garcia, Roxangel",CUB,F,2003.0,WIM,2138,,2025.0
"Tuitebayeva, Dinara",KAZ,F,1986.0,WIM,2138,,2080.0
"Vakhania, Alexandra",GEO,F,1986.0,WIM,2138,2128.0,1998.0
"Yang, Ning",CHN,F,1978.0,WFM,2138,,
"De Seroux, Camille",SUI,F,1993.0,WIM,2137,2081.0,2171.0
"Demina, Marya",RUS,F,1989.0,WFM,2137,2009.0,2044.0
"Gorovenko, Darya",RUS,F,2000.0,WFM,2137,2114.0,1995.0
"Grau Carreras, Monica",ESP,F,1984.0,WFM,2137,,
"Guadamuro Torrente, Anabel",ESP,F,1991.0,WFM,2137,2015.0,2082.0
"Khangueva, Ayana",RUS,F,2000.0,WFM,2137,1866.0,1855.0
"Mora, Virginie",FRA,F,1976.0,WFM,2137,,
"Reutova, Lyudmila",RUS,F,1951.0,WFM,2137,,
"Sargac, Rajna",CRO,F,1974.0,WIM,2137,2151.0,2077.0
"Straub, Natalia",GER,F,1978.0,WGM,2137,,
"Froewis, Annika",AUT,F,1994.0,WFM,2136,2106.0,2122.0
"Malykh, Natalia",RUS,F,1967.0,WFM,2136,,
"Pavlenko, Ksenia",RUS,F,1999.0,WFM,2136,1921.0,2110.0
"Shmirina, Evgenija",GER,F,1989.0,WIM,2136,,
"Tabrina, Anna",RUS,F,1982.0,WFM,2136,,
"Vidonyak, Nellya",GER,F,1971.0,WIM,2136,,
"Zakharova, Alexandra",RUS,F,1986.0,WFM,2136,,
"Crotto, Rachel",USA,F,1958.0,WIM,2135,,
"Grigorova, Irina",RUS,F,1966.0,WIM,2135,,
"Grosch, Maria",HUN,F,1954.0,WIM,2135,,
"Jakus, Katalin",HUN,F,1969.0,WFM,2135,,
"Khanova, Elena",RUS,F,1967.0,WFM,2135,1996.0,2044.0
"Nasybullina, Alfia",KAZ,F,1994.0,WIM,2135,2151.0,2036.0
"Vashurina, Aleksandra",RUS,F,1987.0,WFM,2135,2099.0,
"Groberman, Elina",USA,F,1983.0,WIM,2134,,
"Guillo Longares, Cecilia",ESP,F,2004.0,WFM,2134,1959.0,1853.0
"Gunawan, Sasti Angel",INA,F,2002.0,WFM,2134,,
"Kats, Alena",USA,F,1995.0,WIM,2134,,
Kavitha J E,IND,F,1984.0,WFM,2134,,
"Petrukhina, Olga",KAZ,F,1990.0,WFM,2134,2010.0,2026.0
"Vrbova, Niki",SVK,F,1983.0,WFM,2134,2127.0,
"Zhigalko, Tatiana",BLR,F,1994.0,WFM,2134,2106.0,2014.0
"Badalo Gonzalez, Tania",CUB,F,1974.0,WFM,2133,,
"Baginskaite, Kamile",LTU,F,1967.0,WGM,2133,2123.0,2105.0
"Dimitrijevic, Aleksandra",SRB,F,1986.0,WGM,2133,2263.0,
"Frometa Escriba, Daylenis",CUB,F,1982.0,WFM,2133,,
"Gavrilova, Anastasia",SUI,F,1990.0,WFM,2133,,
"Kushka, Alena",RUS,F,1993.0,WFM,2133,,2062.0
"Mosnegutu, Mariana",ROU,F,1979.0,WIM,2133,,2084.0
"Schaefer, Anke",GER,F,1971.0,WFM,2133,,
"Sierra Cartaya, Ana Barbara",CUB,F,2002.0,WFM,2133,,2129.0
"Volynets, Marina",RUS,F,1985.0,WFM,2133,,
"Iljushina, Olga",RUS,F,1981.0,WGM,2132,2069.0,1983.0
"Kuzheleva, Oksana",RUS,F,1973.0,WFM,2132,,
"Milutinovic, Stefana",SRB,F,1996.0,WFM,2132,2147.0,2151.0
"Nikoladze, Sopio",GEO,F,1973.0,WIM,2132,2091.0,1999.0
"Protopopova, Tatjana",RUS,F,1987.0,WFM,2132,,
"Zepeda, Lorena",ESA,F,1984.0,WIM,2132,2086.0,2080.0
"Abukarova, Madina",RUS,F,1998.0,WFM,2131,,
"Ghozali, Anugrah Maria",INA,F,2000.0,WFM,2131,2176.0,
"Goncharova, Natalia Olegovna",RUS,F,1961.0,WFM,2131,1579.0,1751.0
"Grigorian, Arusiak",ARM,F,1977.0,WFM,2131,,
"Guindy, Esmat Susanne",DEN,F,1972.0,WFM,2131,2144.0,1970.0
"Heinatz, Gundula",SUI,F,1969.0,WIM,2131,2197.0,
"Kalinina, Larisa",UKR,F,1962.0,WIM,2131,,2089.0
"Lupu, Smaranda B.",FRA,F,1967.0,WIM,2131,,
"Vasiesiu, Cristina-Valeria",ROU,F,1976.0,WIM,2131,2114.0,2102.0
"Horvath, Miklosne",HUN,F,1967.0,WFM,2130,,
"Kanevskaya, Anna",RUS,F,1996.0,WFM,2130,2066.0,2009.0
"Saunina, Ludmila",RUS,F,1952.0,WGM,2130,2033.0,1868.0
"Shperber, Irina",RUS,F,1983.0,WFM,2130,,
"Tuleyeva-Aketayeva, Dana",KAZ,F,1986.0,WIM,2130,2106.0,1944.0
"Antonova, Evgenia",UKR,F,1985.0,WFM,2129,,
"Bos-Swiecik, Iwona",NED,F,1958.0,WIM,2129,,
"Homiakova, Ekaterina",BLR,F,1991.0,WFM,2129,,
"Kalashnikova, Nadezhda",RUS,F,1943.0,WFM,2129,1859.0,1969.0
"Majigsuren, Dovdon",MGL,F,1976.0,WFM,2129,,
"Motycakova, Monika",SVK,F,1992.0,WFM,2129,2096.0,2042.0
"Onischuk, Anastasia",UKR,F,1980.0,WFM,2129,2138.0,
"Ross, Laura",USA,F,1988.0,WFM,2129,,
"Salakhova, Gulnara",RUS,F,1969.0,WIM,2129,2020.0,
"Steil-Antoni, Fiona",LUX,F,1989.0,WIM,2129,2180.0,2059.0
"Tidman, Sophie E",ENG,F,1984.0,WFM,2129,,
"Aliverdieva, Afet",RUS,F,1973.0,WFM,2128,,
"Efremova, Yulia",UKR,F,1987.0,WIM,2128,2111.0,2145.0
"Gomez-Cabrero Lopez., Maria",ESP,F,1981.0,WFM,2128,,
"Harazinska, Ewa",POL,F,1998.0,WIM,2128,1995.0,1758.0
"Huda, Maryana",UKR,F,1988.0,WGM,2128,2141.0,
"Ivkovic, Staka",SRB,F,1959.0,WFM,2128,,
"Kolmakova, Maria",RUS,F,1984.0,WFM,2128,,
"Moskalets, Natalia",UKR,F,1973.0,WIM,2128,2124.0,
"Santoya Gonzalez, Clara Maria",CUB,F,1981.0,WFM,2128,,
"Anokhina, Valentina",BLR,F,1951.0,WFM,2127,,
"Berlin, Tatiana",BLR,F,1977.0,WIM,2127,,2077.0
"Denikina, Natalia",RUS,F,1980.0,WFM,2127,2239.0,
"Grigorian, Marine",RUS,F,1992.0,WFM,2127,2174.0,2057.0
"Guzkowska-Nurkiewicz, Magdalena",POL,F,1975.0,WIM,2127,2018.0,
"Ivekovic, Tihana",CRO,F,1995.0,WFM,2127,2065.0,2068.0
"Izoria, Ana",GEO,F,1985.0,WFM,2127,,
"Mona, Khaled",EGY,F,1994.0,WGM,2127,2139.0,2072.0
"Starr, Nava",CAN,F,1949.0,WIM,2127,2117.0,
"Suleymanova, Makhrug",AZE,F,1979.0,WFM,2127,,
"Verevotchkina, Elena",RUS,F,1976.0,WFM,2127,2142.0,
"Yanjindulam, Dulamsuren",MGL,F,1988.0,WIM,2127,2149.0,2150.0
"Amina, Battsooj",MGL,F,2001.0,FM,2126,1655.0,1745.0
"Anokhina, Svetlana",BLR,F,1972.0,WFM,2126,,
"Chen, Yilang",CHN,F,1970.0,WFM,2126,,
"Kaps, Darja",SLO,F,1981.0,WGM,2126,2100.0,2106.0
"Lestari, Baiq Vina",INA,F,1986.0,WFM,2126,,
"Lysiak-Poltorak, Magdalena",POL,F,1982.0,WFM,2126,2039.0,
"Stoeri, Laura",SUI,F,1996.0,WFM,2126,2035.0,2037.0
"Uskova, Tatyana",KAZ,F,1985.0,WFM,2126,,
"Wang, Xinyue",CHN,F,1990.0,WFM,2126,,
"Amado Rolan, Irene",ESP,F,1965.0,WFM,2125,,
"Asgarizadeh, Minoo",IRI,F,1994.0,WFM,2125,2076.0,2048.0
"Balajayeva, Zamina",AZE,F,1973.0,WFM,2125,,
"Greeff, Melissa",RSA,F,1994.0,WGM,2125,,
"Gruszka, Danuta",POL,F,1970.0,WFM,2125,,
"Mendez Alfaro, Yaquelin Yenia",FID,F,1980.0,WFM,2125,2112.0,2121.0
"Mylnikova, Olga",RUS,F,2000.0,WFM,2125,2056.0,2019.0
"Pacheco, Silvana",PER,F,1981.0,WFM,2125,,
"Pilardeau, Gaelle",FRA,F,1978.0,WFM,2125,,
"Senchichin, Jarina",UKR,F,1969.0,WFM,2125,1917.0,
"Stoisavljevic, Sava",SRB,F,1974.0,WFM,2125,,1990.0
"Uta, Adeline-Ramona",ROU,F,1991.0,WFM,2125,2031.0,1981.0
"Averchenko, Ekaterina",RUS,F,1986.0,WFM,2124,2111.0,2166.0
"Bayarmaa, Bayarjargal",MGL,F,1995.0,WIM,2124,2076.0,2026.0
"De Mie, Mariska",NED,F,1979.0,WFM,2124,,
"Figura, Ludmila",RUS,F,1988.0,WFM,2124,2073.0,2139.0
"Gonzalez Ochoa, Yoana",CUB,F,1992.0,WIM,2124,,2120.0
"Hernandez Reyes, Venus",CUB,F,1982.0,WFM,2124,,
"Karpova, Yulia",RUS,F,1974.0,WIM,2124,,1948.0
"Kunte, Mrunalini",IND,F,1973.0,WIM,2124,,
"Luchsheva, Anastasia",RUS,F,1994.0,WFM,2124,,
"Maksimova, Alisa",RUS,F,1993.0,WFM,2124,,
"Mamontova, Irina",RUS,F,1983.0,WFM,2124,,
Tatiana Duarte Brea,BRA,F,1978.0,WIM,2124,,
"Timoscenkova, Viera",SVK,F,1950.0,WFM,2124,,
"Ankhchimeg, Bayanmunkh",MGL,F,1983.0,WIM,2123,2099.0,1987.0
"Burdova, Ksenia",RUS,F,1983.0,WFM,2123,2127.0,
"Lickrastina, Agnese",LAT,F,1972.0,WIM,2123,1933.0,
"Sagalchik, Olga",USA,F,1967.0,WFM,2123,,
"Sandzhieva, Elina",RUS,F,1992.0,WFM,2123,,
"Zainetdinova, Svetlana",EST,F,1962.0,WFM,2123,,2005.0
"Andrenko, Irina",UKR,F,1991.0,WIM,2122,2206.0,2068.0
"Asatryan, Sona",ARM,F,1999.0,WIM,2122,1749.0,2037.0
"Kolganova, Natalia",RUS,F,1984.0,WFM,2122,2035.0,2059.0
"Kuchatova, Natalia",RUS,F,,WFM,2122,2056.0,2033.0
"Prudnikova, Ekaterina",RUS,F,1988.0,WFM,2122,,
"Valdes Martin, Marta Elena",CUB,F,1956.0,WFM,2122,,
"Von Wantoch-Rekowski, Danijela",SRB,F,1981.0,WFM,2122,,
"Aiupova, Evgenia",RUS,F,1986.0,WFM,2121,,
"Andreeva, Olga",RUS,F,1964.0,WFM,2121,1767.0,1962.0
"Bogdanova, Alexandra",RUS,F,1985.0,WFM,2121,,
"Ciobanu, Camelia-Adriana",ROU,F,1985.0,WIM,2121,2174.0,2215.0
"Ismailova, Aytaj",AZE,F,1987.0,WFM,2121,,
"Istrati, Viorica",ROU,F,1983.0,WFM,2121,,
"Khvostova, Irina",RUS,F,1981.0,WFM,2121,,
"Kuular, Valeria",RUS,F,1984.0,WFM,2121,,
"Mouradian, Knarik",LBN,F,1983.0,WIM,2121,2148.0,2090.0
"Neilson, Nino",GEO,F,1985.0,WFM,2121,,
"Padurariu, Ioana Smaranda",NED,F,1987.0,WIM,2121,2177.0,
"Sadkiewicz, Joanna",GER,F,1966.0,WIM,2121,,
"Varga, Melinda",HUN,F,1997.0,WFM,2121,,
"Wisniowska, Klaudia",POL,F,1995.0,WFM,2121,2050.0,2061.0
"Afraoui, Anaelle",FRA,F,1999.0,WFM,2120,1966.0,1835.0
"Dahl, Ingrid",NOR,F,1964.0,WIM,2120,,
"Dwilewicz, Katarzyna",POL,F,1999.0,WFM,2120,1966.0,2063.0
"Jascenko, Olga",CZE,F,1974.0,WIM,2120,2087.0,2043.0
"Khadilkar, Jayshree",IND,F,1962.0,WIM,2120,,
Myat Thiri Aung Kyaw,MYA,F,1993.0,WFM,2120,,
"Nikolaeva, Ulyana",RUS,F,1986.0,WFM,2120,,
"Shperber, Frida",RUS,F,1979.0,WFM,2120,,
"Unni, Vasanti",IND,F,1961.0,WIM,2120,,
"Castillo Coca, Mairebis",CUB,F,1992.0,WFM,2119,,2204.0
"Han Wong, Irene Estefania",VEN,F,1988.0,WIM,2119,,
"Ilyuchyk, Yana",BLR,F,1999.0,WFM,2119,2071.0,1955.0
"Nguyen, Thu Giang",AUS,F,1985.0,WFM,2119,,
"Pham, Ngoc Thanh",VIE,F,1971.0,WFM,2119,,
"Samokrutova, Olga",RUS,F,1979.0,WFM,2119,,1876.0
"Zavgorodniaya, Alena",RUS,F,1997.0,WFM,2119,1976.0,1932.0
"Badanina, Olga",RUS,F,1987.0,WFM,2118,,
"Demina, Oksana",RUS,F,1991.0,WFM,2118,,
"Gervais, Claire",FRA,F,1976.0,WIM,2118,,
"Gontcharova, Olga",RUS,F,1982.0,WFM,2118,,
"Goossens, Hanne",BEL,F,1992.0,WIM,2118,,
"Hlgatian, Goar",ARM,F,1975.0,WIM,2118,,
"Krjuchkova, Elena",UZB,F,1969.0,WGM,2118,,
"Orsagova, Silvie",CZE,F,1975.0,WIM,2118,,2156.0
"Roessler, Ulrike",GER,F,1977.0,WIM,2118,2162.0,2078.0
"Sabirova, Sophia",KGZ,F,1980.0,WFM,2118,,
"Zharkova, Ekaterina",RUS,F,1989.0,WFM,2118,,
"Apostoae, Lacramioara-Liliana",ROU,F,1980.0,WFM,2117,,
"Borriss, Claudia",GER,F,1977.0,WFM,2117,,
"Borsuk, Angela",ISR,F,1967.0,IM,2117,2120.0,
"Kozina, Anastasia",RUS,F,2001.0,WFM,2117,2043.0,1993.0
"Ptacnikova, Lenka",ISL,F,1976.0,WGM,2117,2196.0,1984.0
"Rybak, Agnieszka",POL,F,1975.0,WFM,2117,,
"Safira, Shahnaz",IND,F,1977.0,WFM,2117,,
"Vega Gutierrez, Belinda",ESP,F,1985.0,WIM,2117,2124.0,2022.0
"Avdeeva, Veronika",RUS,F,1988.0,WFM,2116,2131.0,2025.0
"Erneste, Inguna",LAT,F,1966.0,WGM,2116,2090.0,
"Fleites Marti, Yuleikys",CUB,F,1978.0,WIM,2116,,2134.0
"Kolaric, Spela",SLO,F,1993.0,WFM,2116,2046.0,2081.0
"Marshall, Abby",USA,F,1991.0,WFM,2116,,
"Sabirova, Olga",UZB,F,1966.0,WIM,2116,,
"Saheli, Nath",IND,F,1989.0,WFM,2116,,
"Aladjova, Katrin",AUS,F,1971.0,WFM,2115,,
"Cardona, Liulia",USA,F,1983.0,WFM,2115,,
"Chaichenko, Natalia",RUS,F,1978.0,WFM,2115,,
"Chkhan, Viktoria",RUS,F,1994.0,WFM,2115,2091.0,2111.0
"Ionita, Mariana",ROU,F,1962.0,WFM,2115,2107.0,
"Khaziyeva, Dinara",CAN,F,1986.0,WIM,2115,,
"Lastovina, Tatiana",RUS,F,1986.0,WFM,2115,,
"Machalova, Maria",SVK,F,1984.0,WFM,2115,,
"Ramya, Krishna",USA,F,1991.0,WFM,2115,,
"Represa Perez, Mireya",ESP,F,2001.0,WFM,2115,1880.0,2037.0
"Savant, Riya",IND,F,2000.0,WFM,2115,1827.0,1905.0
"Sofrevska-Andonova, Lidija",MKD,F,1961.0,WFM,2115,,
"Untila, Stela",MDA,F,1988.0,WFM,2115,,
"Vazirova, Karina",RUS,F,1990.0,WIM,2115,,
"Frenklakh, Jennie",USA,F,1980.0,WFM,2114,,
"Heredia Serrano, Carla",ECU,F,1991.0,WGM,2114,2162.0,2092.0
"Ochneva, Inga",RUS,F,1998.0,WFM,2114,1828.0,1852.0
"Pershina, Elena",RUS,F,1991.0,WFM,2114,2025.0,2085.0
"Roca Mendoza, Yurien",CUB,F,1979.0,WFM,2114,,
"Shamima, Akter",BAN,F,1989.0,WIM,2114,2086.0,2008.0
"Zeliantsova, Kseniya",BLR,F,2005.0,WFM,2114,1923.0,1910.0
"Choisy, Mathilde",FRA,F,1988.0,WFM,2113,2134.0,
"Emelianova, Maria",ENG,F,1987.0,WFM,2113,2079.0,2102.0
"Gitu, Paula-Alexandra",MDA,F,1999.0,WFM,2113,2068.0,1941.0
"Homiakova, Elena",BLR,F,1992.0,WFM,2113,,
"Ildzhirinova, Saglara",RUS,F,1992.0,WFM,2113,2112.0,
"Kryger, Oksana",DEN,F,1982.0,WIM,2113,2084.0,
"Pelletier, Katherine",USA,F,1989.0,WFM,2113,,
"Robaina Marrero, Yamile",CUB,F,1983.0,WFM,2113,,
"Samokhina, Sofia",RUS,F,1990.0,WFM,2113,,
"Wuts, Helene",NED,F,1974.0,WFM,2113,,
"Yanuchenko, Polina",RUS,F,2001.0,WFM,2113,2001.0,1849.0
"Aliyeva, Gunay",GEO,F,1982.0,WFM,2112,,
"Campos, Maria Jose",ARG,F,1999.0,WFM,2112,2093.0,2027.0
"Endress, Anna",GER,F,1993.0,WFM,2112,,
"Gorshkova, Irina",BEL,F,1977.0,WFM,2112,2008.0,
"Hegeler, Anja",GER,F,1965.0,WIM,2112,,2075.0
Jyothsna L,IND,F,2004.0,WFM,2112,1850.0,1895.0
"Kadek, Iin Dwijayanti",INA,F,1987.0,WFM,2112,,
"Kavalenia, Anastasia",RUS,F,1981.0,WFM,2112,,
"Korchagina, Viktoria",RUS,F,1992.0,WFM,2112,2036.0,2014.0
"Kusluvan, Yekaterina",KAZ,F,1994.0,WFM,2112,2074.0,1952.0
"Sanchez Castillo, Sarai Carolina",VEN,F,1981.0,IM,2112,2087.0,1989.0
"Sukhareva, Olga",RUS,F,1963.0,WFM,2112,,
"Besso, Guadalupe",ARG,F,1998.0,WIM,2111,2078.0,2050.0
"Ferkova, Dominika",SVK,F,2002.0,WFM,2111,1820.0,1888.0
"Khulan, Enkhsaikhan",MGL,F,1995.0,FM,2111,1889.0,1958.0
"Majboroda, Evgenija",UKR,F,1987.0,WIM,2111,2073.0,
"Mareckova, Martina",CZE,F,1990.0,WFM,2111,2066.0,2127.0
"Marinello, Beatriz",USA,F,1964.0,WIM,2111,2109.0,2123.0
Nomindalai Tumurbaatar,MGL,F,2002.0,CM,2111,1708.0,1843.0
"Polak, Kinga",POL,F,1993.0,WFM,2111,1974.0,2075.0
"Xu, Tong",CHN,F,1988.0,WIM,2111,,
"Yakushenkova, Guzel",RUS,F,1962.0,WFM,2111,,2044.0
"Alieva, Alexandra",RUS,F,1997.0,WFM,2110,1925.0,1919.0
"Azali, Tannaz",IRI,F,2001.0,WFM,2110,1766.0,1779.0
"Domarkaite, Laima",LTU,F,1970.0,WFM,2110,2122.0,
"Gubatenko, Natalia",UKR,F,1975.0,WFM,2110,,
"Ivanova, Tatiana",RUS,F,1989.0,WFM,2110,,
"Liao, Simone",USA,F,1999.0,WIM,2110,,
"Maksimovic, Suzana",SRB,F,1962.0,WGM,2110,2236.0,2163.0
"Odnorozhenko, Kateryna",UKR,F,1986.0,WIM,2110,2082.0,2076.0
"Schloffer, Jasmin-Denise",AUT,F,2000.0,WFM,2110,1908.0,1853.0
"Sosa Suarez, Carla Cristina",ESP,F,2002.0,WFM,2110,1692.0,1801.0
"Stomatova, Victoria",RUS,F,1986.0,WFM,2110,,
"Von der Weth, Carola",GER,F,1959.0,WFM,2110,,
"Zhao, Shengxin",CHN,F,2001.0,WFM,2110,2180.0,2079.0
"Barantseva, Svetlana",UKR,F,1973.0,WFM,2109,,
"Labedz, Patrycja",POL,F,1992.0,WFM,2109,,
"Miguez Rodriguez, Damarka G.",CUB,F,1982.0,WFM,2109,,
"Skomorokhina, Tatyana",RUS,F,1975.0,WFM,2109,2071.0,
"Spirina, Natalia",RUS,F,1979.0,WFM,2109,,
"Alfonso Ruisanchez, Laritza",CUB,F,2001.0,WFM,2108,,2011.0
"Antonenko, Valeria",RUS,F,1987.0,WFM,2108,,
"Bogatko, Tana",BLR,F,1964.0,WFM,2108,2042.0,
"Lakshmi, Sahiti P.",IND,F,1993.0,WIM,2108,,
"Meleshko, Tatiana",RUS,F,1989.0,WFM,2108,,
"Moylan, Laura",AUS,F,1983.0,WIM,2108,,
"Rieseler, Caroline",GER,F,1971.0,WFM,2108,2053.0,
"Schroecker, Maria-Luise",AUT,F,1976.0,WFM,2108,,
"Virkud, Apurva",USA,F,1998.0,WFM,2108,,1842.0
"Zapata, Karen",PER,F,1982.0,WIM,2108,2153.0,
"Alegria Cruz, Deborah",CUB,F,1997.0,WFM,2107,,
"Delorme, Laurie",FRA,F,1984.0,WIM,2107,,
"Gusmanova, Viktoriya",RUS,F,1986.0,WFM,2107,,
"Gutierrez Espinosa, Karen",CUB,F,1995.0,WFM,2107,,1986.0
"Hani, Wardah",INA,F,1999.0,WFM,2107,2115.0,
"Shevkoplias, Svetlana",RUS,F,1988.0,WFM,2107,,
"Son, Olga",UZB,F,1983.0,WFM,2107,,
"Forbes, Cathy",ENG,F,1968.0,WIM,2106,,
"Freitag, Julia",RUS,F,1983.0,WFM,2106,,
"Hudaikulieva, Nasiba",TKM,F,1985.0,WFM,2106,,
"Kasturi, M",IND,F,1987.0,WIM,2106,,
"Lezcano Suarez, Yusimir",CUB,F,1974.0,WFM,2106,,
"Millan Cordero, Dania",CUB,F,1975.0,WFM,2106,,
"Nikanova, Ekaterina",BLR,F,1990.0,WFM,2106,1964.0,1987.0
"Ramirez Vasquez, Denisse",ECU,F,1982.0,WFM,2106,,
"Rodriguez Redondo, Adhara",ESP,F,2004.0,WFM,2106,1795.0,1655.0
"Sarai, Slavica",AUS,F,1967.0,WFM,2106,,
"Shabarina, Evgenia",RUS,F,1989.0,WFM,2106,,
"Stojkovska, Monika",MKD,F,1993.0,WFM,2106,2069.0,2016.0
"Tian, Tian",CHN,F,1983.0,WGM,2106,2170.0,
"Umanskaja, Elvira",RUS,F,1970.0,WFM,2106,,
"Villegas, Sandra",ARG,F,1972.0,WFM,2106,,
"Badut, Ana-Maria",ROU,F,1983.0,WFM,2105,,
"Candea, Coralia-Irina",ROU,F,1967.0,WFM,2105,,
"Chilingirova, Pavlina",BUL,F,1955.0,WIM,2105,,
"Gutkovich, Polina",RUS,F,2003.0,WFM,2105,1969.0,1882.0
"Irzhanova, Victoriya",KAZ,F,1972.0,WFM,2105,,
"Koen, Maja",BUL,F,1973.0,WIM,2105,,2049.0
"Otikova, Elina",LAT,F,1993.0,WFM,2105,1995.0,1841.0
"Pernici, Barbara",ITA,F,1956.0,WFM,2105,,
"Ramseier, Jana S.",SUI,F,1969.0,WFM,2105,,
"Ursuleac, Nicoleta-Viorica",ROU,F,1969.0,WFM,2105,2059.0,
"Ushakova, Natalia",RUS,F,1980.0,WFM,2105,,
"Adamowicz, Katarzyna",POL,F,1993.0,WFM,2104,2094.0,2044.0
"Csonkics, Tunde",HUN,F,1958.0,WGM,2104,2021.0,2091.0
"Deur Saric, Zrinka",CRO,F,1991.0,WFM,2104,2158.0,2113.0
"Eretova, Kveta",CZE,F,1926.0,WGM,2104,,
"Galvan Cipriani, Viviana",ESP,F,2004.0,WFM,2104,1904.0,1919.0
"Korytina, Natalia",KAZ,F,1989.0,WFM,2104,1981.0,2010.0
"Medunova, Vera",CZE,F,1965.0,WIM,2104,2105.0,2144.0
"Semenova, Inna",RUS,F,1968.0,WFM,2104,,
"Verko, Tatiana",KAZ,F,1979.0,WFM,2104,1952.0,2069.0
"Zaichenko, Daria",RUS,F,1991.0,WFM,2104,1947.0,2039.0
"Arutyunova, Asya",RUS,F,1999.0,WFM,2103,1951.0,1968.0
"Belamaric, Tanja",CRO,F,1946.0,WIM,2103,,
"Bogza, Oana",ROU,F,1981.0,WFM,2103,,
"Campos Vila, Milena",CUB,F,1974.0,WIM,2103,,2221.0
"Churun, Polina",BLR,F,1982.0,WFM,2103,,
"Drozdova, Elena",RUS,F,1989.0,WFM,2103,,
"Franco Valencia, Beatriz Irene",COL,F,1987.0,WGM,2103,2050.0,2106.0
"Kalmykova, Anastasia",RUS,F,1994.0,WFM,2103,,
"Kirsanova, Ekaterina",RUS,F,1987.0,WFM,2103,,2046.0
"Leite Oralova, Catarina",POR,F,1983.0,WIM,2103,2120.0,2038.0
"Mosionzhik, Bronia",RUS,F,1941.0,WFM,2103,,
"Rodriguez Dominguez, Melissa",CUB,F,1999.0,WIM,2103,,1949.0
"Sychyova, Olga",RUS,F,1981.0,WFM,2103,2105.0,
"Zadorina, Nadezhda",RUS,F,1960.0,WFM,2103,1937.0,2067.0
"Andriana, Anca",ROU,F,1979.0,WFM,2102,,
"Anu, Bayar",MGL,F,1993.0,WFM,2102,1908.0,1723.0
"Batrak, Alexandra",RUS,F,1998.0,WFM,2102,1988.0,2043.0
"Goehler, Antje",GER,F,1967.0,WIM,2102,,
"Korchenkova, Irina",RUS,F,1991.0,WFM,2102,2070.0,2124.0
"Kostak, Tatiana",UKR,F,1971.0,WFM,2102,1981.0,2089.0
"Melikishvili, Tamar",GEO,F,1987.0,WFM,2102,,
"Nilssen, Ellen Fredericia",DEN,F,2001.0,WFM,2102,2013.0,2105.0
"Pazo Santana, Susana",CUB,F,1988.0,WFM,2102,,
"Vasova, Maria",DEN,F,1998.0,WFM,2102,1879.0,1819.0
